SERIE A,,,,,,,,,,,,,
Total,3.018,3.762,0,0,0,0,744,"24,65%",-3.018,"-100,00%",,,
,,,,,,,,,,,,,
Porta Vozes,Pedro Vilaça,Jaboatão - PE,,,,,,,,,,,
Rede,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Insta,2.253,2.331,,,,,78,"3,46%",-2.253,"-100,00%",,,https://www.instagram.com/pedrovilacape/
TikTok,113,122,,,,,9,"7,96%",-113,"-100,00%",,,https://www.tiktok.com/@pedro.vilaca_pe
X,14,13,,,,,-1,"-7,14%",-14,"-100,00%",,,https://x.com/Pedrogvilaca_
Youtube,3,3,,,,,0,"0,00%",-3,"-100,00%",,,https://www.youtube.com/@pedro.vilaca_pe
Kawai,2,2,,,,,0,"0,00%",-2,"-100,00%",,,https://kwai.com/@pedro.vilaca_pe
Total,2.385,2.471,0,0,0,0,86,"3,61%",-2.385,"-100,00%",,,
,,,,,,,,,,,,,
Porta Voz,Evandro Badeira,Caruaru,,,,,,,,,,,
Rede,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Insta,4.336,4.613,,,,,277,"6,39%",-4.336,"-100,00%",,,https://www.instagram.com/bandeiradrones/
TikTok,10,10,,,,,0,"0,00%",-10,"-100,00%",,,https://www.tiktok.com/@evandro__bandeira
X,0,,,,,,0,#DIV/0!,0,#DIV/0!,,,
Youtube,3510,3510,,,,,0,"0,00%",-3.510,"-100,00%",,,https://www.youtube.com/@BandeiraDrones
Kawai,0,,,,,,0,#DIV/0!,0,#DIV/0!,,,
Total,7.856,8.133,0,0,0,0,277,"3,53%",-7.856,"-100,00%",,,
,,,,,,,,,,,,,
Porta Voz,Igor,Natal - RN,,,,,,,,,,,
Rede,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Insta,760,756,,,,,-4,"-0,53%",-760,"-100,00%",,,https://www.instagram.com/Igor.FernandesRN
TikTok,15,17,,,,,2,"13,33%",-15,"-100,00%",,,tiktok.com/@igorfernandesrnn
X,4,4,,,,,0,"0,00%",-4,"-100,00%",,,https://x.com/Igor62234760?t=pmQmmVvcf0aMzcvKMYstaA&s=08
Youtube,6,6,,,,,0,"0,00%",-6,"-100,00%",,,https://www.youtube.com/@Igor.FernandesRN
Kawai,78,88,,,,,10,"12,82%",-78,"-100,00%",,,https://www.kwai.com/@ugrwn044?kpn=KWAI&share_device_id=AC262086-6691-4B5B-89E4-5ABFCF4C1D8C&share_item_type=profile&share_id=AC262086-6691-4B5B-89E4-5ABFCF4C1D8C_1749487962603&language=pt-CA&share_uid=150001694553868&fid=150001694553868&cc=WHATS_APP&timestamp=1749487962603&authorKwaiId=ugrwn044&translateKey=share_profile_default_word&shareBucket=br&pwa_source=share&shareCountry=BRA&shareBiz=profile&share_item_info=%40ugrwn044&ept=v2&short_key=BICaqe1e&PWA_share_N_string=20&request_source=1001&share_redirect_switch_choice=pwa
Total,863,871,0,0,0,0,8,"0,93%",-863,"-100,00%",,,
,,,,,,,,,,,,,
Porta Voz,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Evandro Badeira PE,7.856,8.133,0,0,0,0,277,"3,53%",-7.856,"-100,00%",,,
John - PA,3.939,3.944,0,0,0,0,5,"0,13%",-3.939,"-100,00%",,,
Bismark - PE,3.254,3.437,0,0,0,0,183,"5,62%",-3.254,"-100,00%",,,
Arquivo da Onça - PE,3.196,3.416,0,0,0,0,220,"6,88%",-3.196,"-100,00%",,,
Wellington - PE,2.909,2.982,0,0,0,0,73,"2,51%",-2.909,"-100,00%",,,
Portela - PE,2.152,2.183,0,0,0,0,31,"1,44%",-2.152,"-100,00%",,,
Lucas Cavalcanti - PE,3.018,3.762,0,0,0,0,744,"24,65%",-3.018,"-100,00%",,,
Felix - RN,1.905,1.928,0,0,0,0,23,"1,21%",-1.905,"-100,00%",,,
João Gemeos - PB,1.918,2.338,0,0,0,0,420,"21,90%",-1.918,"-100,00%",,,
Pedro Vilaça - PE,2.385,2.471,0,0,0,0,86,"3,61%",-2.385,"-100,00%",,,
Ciro - PE,1.130,1.171,0,0,0,0,41,"3,63%",-1.130,"-100,00%",,,
Leonardo Gemeos - PB,1.091,1.094,0,0,0,0,3,"0,27%",-1.091,"-100,00%",,,
Igor Fernandes - RN,863,871,0,0,0,0,8,"0,93%",-863,"-100,00%",,,
Total,35.616,37.730,0,0,0,0,2.114,"5,94%",-35.616,"-100,00%",,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
SERIE C,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Porta Voz,Pedro Oliveira,Camaragibe,,,,,,,,,,,
Rede,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Insta,11.483,11523,,,,,40,"0,35%",-11.483,"-100,00%",,,https://www.instagram.com/pedroholiveira.14/
TikTok,49,50,,,,,1,"2,04%",-49,"-100,00%",,,https://www.tiktok.com/@pedroholiveira.14/
X,2,2,,,,,0,"0,00%",-2,"-100,00%",,,https://x.com/pedroOlv14?t=JzLMlKiLeyKWvrst6cm8qA&s=09
Youtube,415,415,,,,,0,"0,00%",-415,"-100,00%",,,https://youtube.com/@pedroholiveira14?si=zJJ-h2TGhLyzS1_C
Kawai,167,169,,,,,2,"1,20%",-167,"-100,00%",,,https://www.kwai.com/@pedroholiveira.14
Total,12.116,12.159,0,0,0,0,43,"0,35%",-12.116,"-100,00%",,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Porta Vozes,Caio Arruda,Jaboatão - PE,,,,,,,,,,,
Rede,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Insta,1.228,1.231,,,,,3,"0,24%",-1.228,"-100,00%",,,https://www.instagram.com/ccaio_arruda/
TikTok,,,,,,,0,#DIV/0!,0,#DIV/0!,,,
X,,,,,,,0,#DIV/0!,0,#DIV/0!,,,
Youtube,,,,,,,0,#DIV/0!,0,#DIV/0!,,,
Kawai,,,,,,,0,#DIV/0!,0,#DIV/0!,,,
Total,1.228,1.231,0,0,0,0,3,"0,24%",-1.228,"-100,00%",,,
,,,,,,,,,,,,,
Porta Vozes,Nathalia Pedrosa,Limoeiro - PE,,,,,,,,,,,
Rede,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Insta,332,594,,,,,262,"78,92%",-332,"-100,00%",,,https://www.instagram.com/nathaliapedrosa14/
TikTok,10,15,,,,,5,"50,00%",-10,"-100,00%",,,https://www.tiktok.com/@nathaliapedrosa14
X,1,1,,,,,0,"0,00%",-1,"-100,00%",,,https://x.com/NPedrosa14?t=cthD6MBfNTzdBH-6Ze__Tw&s=09
Youtube,1,5,,,,,4,"400,00%",-1,"-100,00%",,,https://youtube.com/@marianathaliapedrosa8168?si=KwknVe3O6NM2_3WV
Kawai,1,1,,,,,0,"0,00%",-1,"-100,00%",,,
Total,345,616,0,0,0,0,271,"78,55%",-345,"-100,00%",,,
,,,,,,,,,,,,,
Porta Vozes,Marvin,Recife - PE,,,,,,,,,,,
Rede,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Insta,341,348,,,,,7,"2,05%",-341,"-100,00%",,,https://www.instagram.com/marvinazoubel?igsh=MTJ3NnA2MWZla2ZiNg==
TikTok,47,54,,,,,7,"14,89%",-47,"-100,00%",,,https://www.tiktok.com/@marvin_azoubel?_r=1&_t=ZS-91OmlLtbFQW
X,3,4,,,,,1,"33,33%",-3,"-100,00%",,,https://x.com/marvinex_?t=l09fMGwigJgippa4xqlu0w&s=09
Youtube,11,12,,,,,1,"9,09%",-11,"-100,00%",,,https://youtube.com/@marvin_azoubel?si=9bf4NAB7W6zEhE-y
Kawai,20,27,,,,,7,"35,00%",-20,"-100,00%",,,https://k.kwai.com/u/@Marvinazoubel/aRuCajpx
Total,422,445,0,0,0,0,23,"5,45%",-422,"-100,00%",,,
,,,,,,,,,,,,,
Porta Vozes,Eric,Petrolina - PE,,,,,,,,,,,
Rede,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Insta,712,908,,,,,196,"27,53%",-712,"-100,00%",,,https://www.instagram.com/ericmuniz.pe/
TikTok,4,7,,,,,3,"75,00%",-4,"-100,00%",,,https://www.tiktok.com/@ericmuniz.pe
X,1,2,,,,,1,"100,00%",-1,"-100,00%",,,https://x.com/ericmunizPE
Youtube,7,7,,,,,0,"0,00%",-7,"-100,00%",,,https://youtube.com/@ericmunizpetrolina?si=9YRKseo7zZ99P6MU
Kawai,0,,,,,,0,#DIV/0!,0,#DIV/0!,,,
Total,724,924,0,0,0,0,200,"27,62%",-724,"-100,00%",,,
,,,,,,,,,,,,,
Porta Vozes,Lucal Tatal,Caruaru - PE,,,,,,,,,,,
Rede,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Insta,822,905,,,,,83,"10,10%",-822,"-100,00%",,,https://www.instagram.com/lucastatal/
TikTok,25,28,,,,,3,"12,00%",-25,"-100,00%",,,https://www.tiktok.com/@lucastatal?lang=pt
X,1,8,,,,,7,"700,00%",-1,"-100,00%",,,https://x.com/LucasAl29111516
Youtube,2,7,,,,,5,"250,00%",-2,"-100,00%",,,https://www.youtube.com/@lucastatal
Kawai,28,49,,,,,21,"75,00%",-28,"-100,00%",,,https://www.kwai.com/@lucastatal
Total,878,997,0,0,0,0,119,"13,55%",-878,"-100,00%",,,
,,,,,,,,,,,,,
Porta Vozes,Miguel Adriano,Recife - PE,,,,,,,,,,,
Rede,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Insta,527,546,,,,,19,"3,61%",-527,"-100,00%",,,https://www.instagram.com/migueladrianope/
TikTok,68,74,,,,,6,"8,82%",-68,"-100,00%",,,https://www.tiktok.com/@migueladrianope
X,22,25,,,,,3,"13,64%",-22,"-100,00%",,,https://x.com/0MiguelAdriano0
Youtube,25,26,,,,,1,"4,00%",-25,"-100,00%",,,https://www.youtube.com/@migueladrianope
Kawai,68,77,,,,,9,"13,24%",-68,"-100,00%",,,https://www.kwai.com/@migueladrianope
Total,710,748,0,0,0,0,38,"5,35%",-710,"-100,00%",,,
,,,,,,,,,,,,,
Porta Vozes,Sarah Sheron,Recife - PE,,,,,,,,,,,
Rede,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Insta,431,489,,,,,58,"13,46%",-431,"-100,00%",,,https://www.instagram.com/sarahbitencourt.pe/
TikTok,6,42,,,,,36,"600,00%",-6,"-100,00%",,,https://www.tiktok.com/@sarahbitencourt.pe
X,1,1,,,,,0,"0,00%",-1,"-100,00%",,,https://x.com/Sarahsheron_pe
Youtube,1,1,,,,,0,"0,00%",-1,"-100,00%",,,https://www.youtube.com/@sarahbitencourtpe
Kawai,7,7,,,,,0,"0,00%",-7,"-100,00%",,,https://k.kwai.com/u/@sarahsheronbit/sAClDoJa
Total,446,540,0,0,0,0,94,"21,08%",-446,"-100,00%",,,
,,,,,,,,,,,,,
Porta Vozes,Rhuan Lima,Camaragibe - PE,,,,,,,,,,,
Rede,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Insta,531,531,,,,,0,"0,00%",-531,"-100,00%",,,https://www.instagram.com/rhuanlimax?igsh=aGFjOTVjazZsZGxt&utm_source=qr
TikTok,6,6,,,,,0,"0,00%",-6,"-100,00%",,,https://www.tiktok.com/@rhuanlimax?_r=1&_t=ZS-91j8XSaVys4
X,51,51,,,,,0,"0,00%",-51,"-100,00%",,,https://x.com/rhuanlimax?s=21
Youtube,1,1,,,,,0,"0,00%",-1,"-100,00%",,,
Kawai,93,93,,,,,0,"0,00%",-93,"-100,00%",,, https://k.kwai.com/u/@rhuanlimax/QYvcsnCb
Total,682,682,0,0,0,0,0,"0,00%",-682,"-100,00%",,,
,,,,,,,,,,,,,
Porta Vozes,Abinadabe ,Natal - RN,,,,,,,,,,,
Rede,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Insta,890,891,,,,,1,"0,11%",-890,"-100,00%",,,https://www.instagram.com/abinadabefigueiredo/
TikTok,1,1,,,,,0,"0,00%",-1,"-100,00%",,,https://www.tiktok.com/@abinadabefig?_r=1&_t=ZS-91fklXMyr4c
X,1,1,,,,,0,"0,00%",-1,"-100,00%",,,https://x.com/Abinadabefig
Youtube,6,6,,,,,0,"0,00%",-6,"-100,00%",,,https://youtube.com/@abinadabefigueiredo?si=sg4b1yJLeRMop-eY
Kawai,2,17,,,,,15,"750,00%",-2,"-100,00%",,,https://k.kwai.com/u/@AbinadabeFigueiredo/uwCByW6W
Total,900,916,0,0,0,0,16,"1,78%",-900,"-100,00%",,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Porta Voz,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Pedro Oliveira - PE,12.116,12.159,0,0,0,0,43,"0,35%",-12.116,"-100,00%",,,
Caio Arruda - PE,1.228,1.231,0,0,0,0,3,"0,24%",-1.228,"-100,00%",,,
Lucas Tatal - PE,878,997,0,0,0,0,119,"13,55%",-878,"-100,00%",,,
Eric - PE,724,924,0,0,0,0,200,"27,62%",-724,"-100,00%",,,
Miguel Adriano - PE,710,748,0,0,0,0,38,"5,35%",-710,"-100,00%",,,
Sarah Sheron - PE,446,540,0,0,0,0,94,"21,08%",-446,"-100,00%",,,
Rhuan Lima - PE,682,682,0,0,0,0,0,"0,00%",-682,"-100,00%",,,
Abinadabe -RN,900,916,0,0,0,0,16,"1,78%",-900,"-100,00%",,,
Marvin - PE,422,445,0,0,0,0,23,"5,45%",-422,"-100,00%",,,
Nathalia Pedrosa PE,345,616,0,0,0,0,271,"78,55%",-345,"-100,00%",,,
Total,18.451,19.258,0,0,0,0,807,"4,37%",-18.451,"-100,00%",,,
,,,,,,,,,,,,,
Estados,24/11/25,03/11/25,10/11/25,17/11/25,24/11/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Pernambuco,317.298,323.158,0,0,0,0,5.860,"1,85%",-317.298,"-100,00%",,,
Pará,31.442,32.168,0,0,0,0,726,"2,31%",-31.442,"-100,00%",,,
Rio Grande do Norte,22.803,23.132,0,0,0,0,329,"1,44%",-22.803,"-100,00%",,,
Paraiba,16.207,16.745,0,0,0,0,538,"3,32%",-16.207,"-100,00%",,,
Total,387.750,395.203,0,0,0,0,7.453,"1,92%",-387.750,"-100,00%",,,
,,,,,,,,,,,,,
Elite da Elite,,,,,,,,,,,,,
,,,,,,,,,,,,,
Porta Voz,Pedrinho,,,,,,,,,,,,
Rede,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Insta,98.843,116056,,,,,17.213,"17,41%",-98.843,"-100,00%",,,https://www.instagram.com/pedroarthurce/
TikTok,25600,25900,,,,,300,"1,17%",-25.600,"-100,00%",,,https://www.tiktok.com/@pedroarthurce
X,7.320,7.346,,,,,26,"0,36%",-7.320,"-100,00%",,,https://x.com/PedroArthurMBL
Youtube,30800,30800,,,,,0,"0,00%",-30.800,"-100,00%",,,https://www.youtube.com/@pedroarthurce
Kawai,1000,1000,,,,,0,"0,00%",-1.000,"-100,00%",,,https://www.kwai.com/@PedroArthurCE
Total,163.563,181.102,0,0,0,0,17.539,"10,72%",-163.563,"-100,00%",,,
,,,,,,,,,,,,,
Porta Voz,Faustino,,,,,,,,,,,,
Rede,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Insta,510.842,511548,,,,,706,"0,14%",-510.842,"-100,00%",,,https://www.instagram.com/faustinorn/
TikTok,356700,356200,,,,,-500,"-0,14%",-356.700,"-100,00%",,,https://www.tiktok.com/@faustinornoficial?is_from_webapp=1&sender_device=pc
X,18.225,18.354,,,,,129,"0,71%",-18.225,"-100,00%",,,https://x.com/faustinorn01
Youtube,255000,255000,,,,,0,"0,00%",-255.000,"-100,00%",,,https://www.youtube.com/@FaustinoRN
Kawai,50900,51600,,,,,700,"1,38%",-50.900,"-100,00%",,,https://www.kwai.com/@Faustinorn?page_source=detail
Total,1.191.667,1.192.702,0,0,0,0,1.035,"0,09%",-1.191.667,"-100,00%",,,
,,,,,,,,,,,,,
Porta Voz,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
Miguel - PE,133.361,133.794,0,0,0,0,433,"0,32%",-133.361,"-100,00%",,,
Leo Magun - PE,49.830,49.842,0,0,0,0,12,"0,02%",-49.830,"-100,00%",,,
MBL Coorporativo,49.498,51.264,0,0,0,0,1.766,"3,57%",-49.498,"-100,00%",,,
Asafe - PE,32.416,33.700,0,0,0,0,1.284,"3,96%",-32.416,"-100,00%",,,
Fernanda - SP,16.985,17.157,0,0,0,0,172,"1,01%",-16.985,"-100,00%",,,
Xande - PE,13.729,14.200,0,0,0,0,471,"3,43%",-13.729,"-100,00%",,,
Joel - PE,12.833,13.105,0,0,0,0,272,"2,12%",-12.833,"-100,00%",,,
Pedro Oliveira - PE,12.116,12.159,0,0,0,0,43,"0,35%",-12.116,"-100,00%",,,
Mikael - PE,11.698,11.718,0,0,0,0,20,"0,17%",-11.698,"-100,00%",,,
Ricardo - PB,9.354,9.444,0,0,0,0,90,"0,96%",-9.354,"-100,00%",,,
Brasil de Cima,8.599,8.717,0,0,0,0,118,"1,37%",-8.599,"-100,00%",,,
Mayara - RN,8.063,8.105,0,0,0,0,42,"0,52%",-8.063,"-100,00%",,,
Fabio - RN,7.797,8.010,0,0,0,0,213,"2,73%",-7.797,"-100,00%",,,
Nadson - PA,8.778,8.923,0,0,0,0,145,"1,65%",-8.778,"-100,00%",,,
Rhuan Lima - PE,682,682,0,0,0,0,0,"0,00%",-682,"-100,00%",,,
Evandro Badeira PE,7.856,8.133,0,0,0,0,277,"3,53%",-7.856,"-100,00%",,,
John - PA,3.939,3.944,0,0,0,0,5,"0,13%",-3.939,"-100,00%",,,
Bismark - PE,3.254,3.437,0,0,0,0,183,"5,62%",-3.254,"-100,00%",,,
Arquivo da Onça,3.196,3.416,0,0,0,0,220,"6,88%",-3.196,"-100,00%",,,
Wellington - PE,2.909,2.982,0,0,0,0,73,"2,51%",-2.909,"-100,00%",,,
Pedro Vilaça - PE,2.385,2.471,0,0,0,0,86,"3,61%",-2.385,"-100,00%",,,
Portela - PE,2.152,2.183,0,0,0,0,31,"1,44%",-2.152,"-100,00%",,,
Lucas Cavalcanti - PE,3.018,3.762,0,0,0,0,744,"24,65%",-3.018,"-100,00%",,,
João Gemeos - PB,1.918,2.338,0,0,0,0,420,"21,90%",-1.918,"-100,00%",,,
Felix - RN,1.905,1.928,0,0,0,0,23,"1,21%",-1.905,"-100,00%",,,
Caio Arruda - PE,1.228,1.231,0,0,0,0,3,"0,24%",-1.228,"-100,00%",,,
Ciro - PE,1.130,1.171,0,0,0,0,41,"3,63%",-1.130,"-100,00%",,,
Leonardo Gemeos - PB,1.091,1.094,0,0,0,0,3,"0,27%",-1.091,"-100,00%",,,
Igor - RN,863,871,0,0,0,0,8,"0,93%",-863,"-100,00%",,,
Lucas Tatal - PE,878,997,0,0,0,0,119,"13,55%",-878,"-100,00%",,,
Sarah Sheron - PE,446,540,0,0,0,0,94,"21,08%",-446,"-100,00%",,,
Abinadabe -RN,900,916,0,0,0,0,16,"1,78%",-900,"-100,00%",,,
Eric - PE,724,924,0,0,0,0,200,"27,62%",-724,"-100,00%",,,
Marvin PE,422,445,0,0,0,0,23,"5,45%",-422,"-100,00%",,,
Nathalia Pedrosa PE,345,616,0,0,0,0,271,"78,55%",-345,"-100,00%",,,
Miguel Adriano - PE,710,748,0,0,0,0,38,"5,35%",-710,"-100,00%",,,
Total,417.008,424.967,0,0,0,0,7.959,"1,91%",-424.967,"-100,00%",,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
Páginas de Meme,,,,,,,,,,,,,
,,,,,,,,,,,,,
Páginas de Corte/Notícias,,,,,,,,,,,,,
Rede,24/11/25,01/12/25,08/12/25,15/12/25,22/12/25,29/12/25,Crescimento,%,Crescimento Mês,% Mês,,,
PernambucoReal,959,1229,,,,,270,"28,15%",-959,"-100,00%",,,https://www.instagram.com/pernambucoreal/
Arquivo da Onça - PE,3.196,3.416,0,0,0,0,220,"6,88%",-3.196,"-100,00%",,,https://www.instagram.com/arquivo_da_onca/
OnçaClipes,100,129,,,,,29,"29,00%",-100,"-100,00%",,,https://www.instagram.com/oncaclipes/
Voz do Interior,55,57,,,,,2,"3,64%",-55,"-100,00%",,,https://www.instagram.com/voz.do.interior.pe/
Onça pernambucana,124,142,,,,,18,"14,52%",-124,"-100,00%",,,https://www.instagram.com/oncapernambucana/
Gazeta Sertaneja,40,44,,,,,4,"10,00%",-40,"-100,00%",,,https://www.instagram.com/gazeta.sertaneja/
Pe_glorioso,29,42,,,,,13,"44,83%",-29,"-100,00%",,,https://www.instagram.com/pe_glorioso/
Nova Roma,193,203,,,,,10,"5,18%",-193,"-100,00%",,,https://www.instagram.com/novaromape/
Voz de Jaboatão,6,9,,,,,3,"50,00%",-6,"-100,00%",,,https://www.instagram.com/vozdejaboatao
Missaoporpe,53,53,,,,,0,"0,00%",-53,"-100,00%",,,https://www.instagram.com/missaoporpe/
Total,4.755,5.324,0,0,0,0,569,"11,97%",-4.755,"-100,00%",,,